62,-1,-1,-1,-1,-1,-1,-1,-1,60,65,121,121,121,66
125,1,2,-1,-1,-1,-1,-1,-1,120,122,-1,-1,-1,60
303,61,62,-1,-1,-1,-1,-1,-1,-1,-1,31,32,-1,60
363,61,62,150,-1,-1,-1,-1,-1,-1,150,91,92,-1,60
61,61,125,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,60
300,301,302,62,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,60
360,361,362,62,51,52,-1,-1,-1,-1,-1,-1,-1,-1,120
61,61,61,62,-1,-1,61,61,-1,-1,-1,-1,-1,-1,-1
121,121,121,122,204,146,61,61,89,204,25,-1,-1,-1,-1
59,59,59,59,59,59,59,59,59,59,82,-1,-1,-1,-1
1,2,23,204,204,86,397,398,22,59,82,30,-1,0,1
61,62,82,-1,-1,-1,-1,-1,82,59,82,90,-1,60,61
61,62,82,-1,-1,-1,-1,-1,82,59,143,204,204,60,61
61,62,143,204,204,204,204,204,145,59,59,49,-1,60,61
61,125,1,1,1,1,1,1,1,2,59,0,1,126,61
