61,61,61,62,-1,-1,-1,-1,-1,-1,60,61,61,61,61
61,61,65,122,-1,-1,-1,-1,-1,150,60,61,61,61,61
61,61,62,30,-1,-1,-1,-1,-1,-1,120,121,121,121,66
61,61,62,90,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,60
61,61,62,150,-1,-1,-1,-1,-1,-1,-1,31,32,-1,60
61,61,62,-1,-1,-1,-1,-1,-1,-1,-1,91,92,150,60
61,61,62,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,60
121,121,122,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,126
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,60,61,61,61
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,120,121,121,66
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,60
2,-1,31,32,-1,-1,-1,-1,-1,-1,-1,-1,31,32,60
62,150,91,92,-1,-1,-1,-1,-1,-1,-1,-1,91,92,60
125,1,1,2,-1,-1,-1,-1,-1,-1,150,-1,-1,-1,60
61,61,61,62,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,60
