61,61,61,62,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,60
61,61,61,62,-1,-1,-1,-1,-1,-1,-1,31,32,-1,60
61,61,61,62,-1,-1,-1,-1,-1,-1,-1,91,92,150,60
61,61,61,62,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,126
61,61,61,62,-1,-1,-1,-1,-1,-1,-1,-1,0,126,61
121,121,121,122,-1,31,32,-1,-1,-1,-1,-1,60,61,61
-1,-1,-1,-1,150,91,92,-1,-1,-1,-1,-1,60,61,61
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,120,121,121
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,30,-1,-1,-1,-1,-1
2,-1,31,32,-1,-1,-1,-1,150,90,-1,-1,-1,-1,-1
62,-1,91,92,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1
62,150,-1,-1,-1,-1,-1,-1,0,1,1,1,1,126,61
125,1,2,-1,-1,-1,-1,-1,120,121,66,61,61,61,61
61,61,62,-1,-1,-1,-1,-1,-1,-1,60,61,61,61,61
