61,65,122,59,59,60,61,61,61,61,61,61,61,61,61
121,122,59,59,50,120,121,121,121,121,121,121,66,61,61
59,59,59,50,-1,-1,-1,-1,-1,-1,-1,-1,120,121,66
1,2,50,-1,-1,-1,-1,392,393,-1,-1,-1,-1,-1,60
61,62,-1,31,32,-1,-1,-1,-1,-1,-1,31,32,-1,60
121,122,-1,91,92,-1,-1,-1,-1,-1,-1,91,92,-1,60
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,60
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,60
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,60
1,2,-1,-1,-1,-1,-1,-1,-1,-1,30,0,1,1,126
61,62,-1,31,32,-1,-1,-1,-1,-1,90,60,61,61,61
61,62,-1,91,92,-1,-1,-1,-1,-1,-1,120,121,121,66
61,125,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,60
61,61,61,62,-1,-1,-1,-1,-1,-1,-1,-1,392,393,60
61,61,61,62,-1,-1,-1,-1,-1,-1,0,1,1,1,126
