61,61,62,-1,-1,-1,-1,-1,-1,-1,60,61,61,61,61
65,121,122,-1,-1,-1,-1,-1,-1,-1,60,61,61,61,61
62,-1,-1,-1,-1,-1,-1,-1,-1,-1,120,66,61,61,61
62,30,-1,-1,-1,-1,-1,-1,-1,-1,-1,120,66,61,61
62,90,-1,-1,-1,-1,-1,-1,-1,150,33,34,60,61,61
62,270,-1,-1,-1,-1,-1,-1,-1,-1,93,94,60,61,61
122,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,60,61,61
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,120,121,121
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
61,61,62,33,34,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
61,61,62,93,94,-1,-1,-1,-1,-1,-1,270,30,0,1
61,61,125,1,2,-1,-1,-1,-1,-1,-1,-1,90,60,61
61,61,61,61,125,1,1,1,1,1,1,1,1,126,61
