61,61,62,-1,-1,-1,-1,-1,-1,-1,60,61,61,61,61
65,121,122,-1,-1,-1,-1,-1,-1,-1,60,61,61,61,61
62,-1,-1,-1,-1,-1,-1,-1,-1,-1,120,66,61,61,61
62,-1,30,-1,-1,-1,-1,-1,-1,-1,-1,120,66,61,61
62,-1,90,-1,-1,-1,-1,-1,33,34,-1,-1,60,61,61
62,270,-1,-1,-1,-1,-1,-1,93,94,270,-1,60,61,61
122,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,60,61,61
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,120,121,121
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,1,2,-1,33,34,-1,-1,-1,-1,-1,-1,-1,-1,-1
61,61,62,-1,93,94,-1,-1,-1,-1,30,-1,-1,-1,-1
61,61,62,-1,-1,-1,-1,-1,-1,-1,90,270,-1,0,1
61,61,125,1,2,-1,-1,-1,-1,-1,-1,-1,-1,60,61
61,61,61,61,125,1,1,1,1,1,1,1,1,126,61
